turbine_id,wkt_geom,Turbine id,Date of or,Capacity (,Rotor diam,Blade length m,Hub height,Manufactur,Model,Local auth,Local au_1,Type of lo,Cadastral,Cadastra_1,longitude,latitude,Origin of
T01,Point (503496.19000000000232831 6169445.67999999970197678),5.70715E+17,20 11 2012,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,530,Billund,LAND,"Gilbjerg By, Hejnsvig",1a,503496.19,6169445.68,SDFE2018
T02,Point (503231.90999999997438863 6169583.75999999977648258),5.70715E+17,20 11 2012,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,530,Billund,LAND,"Gilbjerg By, Hejnsvig",1a,503231.91,6169583.76,SDFE2018
T03,Point (502968.29999999998835847 6169720.71999999973922968),5.70715E+17,21 11 2012,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,530,Billund,LAND,"Gilbjerg By, Hejnsvig",3a,502968.3,6169720.72,SDFE2018
T04,Point (502702.80999999999767169 6169860.46999999973922968),5.70715E+17,20 11 2012,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,530,Billund,LAND,"Gilbjerg By, Hejnsvig",2o,502702.81,6169860.47,SDFE2018
T05,Point (490581.03000000002793968 6181838.5400000000372529),5.70715E+17,13 11 2012,3075,112,54.5,84,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,"Jerrig by, Grindsted",2b,490581.03,6181838.54,SDFE2018
T06,Point (490315 6182045.95000000018626451),5.70715E+17,5 11 2012,3075,112,54.5,84,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,"Jerrig by, Grindsted",2b,490315,6182045.95,SDFE2018
T07,Point (490048.63000000000465661 6182253.00999999977648258),5.70715E+17,8 11 2012,3075,112,54.5,84,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,Jeerrig by,2p,490048.63,6182253.01,SDFE2018
T08,Point (486575.21000000002095476 6185007.78000000026077032),5.70715E+17,19 03 2013,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,Urup,4a,486575.21,6185007.78,SDFE2018
T09,Point (486598.28000000002793968 6184649.42999999970197678),5.70715E+17,19 03 2013,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,Urup,4a,486598.28,6184649.43,SDFE2018
T10,Point (486621.30999999999767169 6184297.96999999973922968),5.70715E+17,19 03 2013,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,Urup,4a,486621.31,6184297.97,SDFE2018
T11,Point (487059.07000000000698492 6185157.13999999966472387),5.70715E+17,21 03 2013,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,Urup,4a,487059.07,6185157.14,SDFE2018
T12,Point (487081.84999999997671694 6184800.65000000037252903),5.70715E+17,21 03 2013,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,Urup,4a,487081.85,6184800.65,SDFE2018
T13,Point (487105.52000000001862645 6184447.51999999955296516),5.70715E+17,22 03 2013,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,530,Billund,LAND,Urup,4a,487105.52,6184447.52,SDFE2018
T14,Point (503494.09000000002561137 6172288.44000000040978193),5.71313E+17,23 07 2013,2000,80,38.5,78,Vestas Wind Systems A/S,V 80-2 MW VCS,530,Billund,LAND,"Trøllund By, Hejnsvig",2i,503494.09,6172288.44,SDFE2018
T15,Point (503349.40000000002328306 6172483.90000000037252903),5.71313E+17,25 07 2013,2000,80,38.5,78,Vestas Wind Systems A/S,V 80-2 MW VCS,530,Billund,LAND,"Trøllund By, Hejnsvig",2i,503349.4,6172483.9,SDFE2018
T16,Point (503200.14000000001396984 6172680.16999999992549419),5.71313E+17,23 07 2013,2000,80,38.5,78,Vestas Wind Systems A/S,V 80-2 MW VCS,530,Billund,LAND,Trøllund By Hejnsvig,1b,503200.14,6172680.17,SDFE2018
T17,Point (495371.5719999999855645 6084318.17300000041723251),5.71313E+17,30 12 2017,3600,126,61.5,87,Vestas Wind Systems A/S,V126-3.6 MW,550,Tønder,LAND,"Grøngård, Burkal",def6af1,495371.572,6084318.173,Stamdata
T18,Point (495762.26799999998183921 6084286.28399999998509884),5.71313E+17,2 02 2018,3600,126,61.5,87,Vestas Wind Systems A/S,V126-3.6 MW,550,Tønder,LAND,del2a82,sædubje,495762.268,6084286.284,Stamdata
T19,Point (496153.26799999998183921 6084255.28399999998509884),5.71313E+17,3 02 2018,3600,126,61.5,87,Vestas Wind Systems A/S,V126-3.6 MW,550,Tønder,LAND,Sæd Ubjerg,del3af6,496153.268,6084255.284,Stamdata
T20,Point (496544.26799999998183921 6084224.28399999998509884),5.71313E+17,5 02 2018,3600,126,61.5,87,Vestas Wind Systems A/S,V126-3.6 MW,550,Tønder,LAND,Sæd Ubjerg,def4af6,496544.268,6084224.284,Stamdata
T21,Point (496935.26799999998183921 6084193.28399999998509884),5.71313E+17,6 02 2018,3600,126,61.5,87,Vestas Wind Systems A/S,V126-3.6 MW,550,Tønder,LAND,Sæd Ubjerg,def5af5,496935.268,6084193.284,Stamdata
T22,Point (497326.26699999999254942 6084162.28399999998509884),5.71313E+17,6 02 2018,3600,126,61.5,87,Vestas Wind Systems A/S,V126-3.6 MW,550,Tønder,LAND,"Grøngård, Burkal",def6af1,497326.267,6084162.284,Stamdata
T23,Point (474626.77000000001862645 6144623.33999999985098839),5.70715E+17,1 03 1996,2000,80,38.5,60,Vestas Wind Systems A/S,V 80 2,561,Esbjerg,LAND,Tjæreborg By,2bn,474626.77,6144623.34,SDFE2018
T24,Point (474300.26000000000931323 6144747.58000000007450581),5.70715E+17,27 12 2001,2000,80,38.5,60,Vestas Wind Systems A/S,V 80 2,561,Esbjerg,LAND,Tjæreborg By,3ø,474300.26,6144747.58,SDFE2018
T25,Point (473485.34999999997671694 6145059.45000000018626451),5.70715E+17,12 06 2008,2000,80,38.5,60,Vestas Wind Systems A/S,V 80 2,561,Esbjerg,LAND,Vattenfall,3ab,473485.35,6145059.45,SDFE2018
T26,Point (469033 6145290),5.71313E+17,3 01 2016,8000,164,80.5,118,Vestas Wind Systems A/S,V164-8MW,561,Esbjerg,LAND,Esbjerg Jorde,5k,469033,6145290,SDFE2018
T27,Point (469542 6145189),5.71313E+17,18 12 2015,8000,164,80.5,118,Vestas Wind Systems A/S,V164-8MW,561,Esbjerg,LAND,Esbjerg Jorde,5k,469542,6145189,SDFE2018
T28,Point (474336.46000000002095476 6161551.00999999977648258),5.70715E+17,15 08 2016,3450,117,57,91,Vestas Wind Systems A/S,V117-3.45 MW,573,Varde,LAND,"Rousthøje By, Grimstrup",27b,474336.46,6161551.01,SDFE2018
T29,Point (474776.20000000001164153 6161405.9599999999627471),5.70715E+17,22 08 2016,3450,117,57,91,Vestas Wind Systems A/S,V117-3.45 MW,573,Varde,LAND,"Rousthøje By, Grimstrup",28g,474776.2,6161405.96,SDFE2018
T30,Point (475242.83000000001629815 6161337.65000000037252903),5.70715E+17,16 08 2016,3450,117,57,91,Vestas Wind Systems A/S,V117-3.45 MW,573,Varde,LAND,"Rousthøje By, Grimstrup",6t,475242.83,6161337.65,SDFE2018
T31,Point (475707.91999999998370185 6161321.66000000014901161),5.70715E+17,18 08 2016,3450,117,57,91,Vestas Wind Systems A/S,V117-3.45 MW,573,Varde,LAND,"Rousthøje By, Grimstrup",13k,475707.92,6161321.66,SDFE2018
T32,Point (476183.86999999999534339 6161357.03000000026077032),5.70715E+17,25 08 2016,3450,117,57,91,Vestas Wind Systems A/S,V117-3.45 MW,573,Varde,LAND,"Næsbjerg By, Næsbjerg",81,476183.87,6161357.03,SDFE2018
T33,Point (476660.17999999999301508 6161457.88999999966472387),5.70715E+17,30 08 2016,3450,117,57,91,Vestas Wind Systems A/S,V117-3.45 MW,573,Varde,LAND,"Næsbjerg By, Næsbjerg",5m,476660.18,6161457.89,SDFE2018
T34,Point (477117.28000000002793968 6161625.44000000040978193),5.70715E+17,30 08 2016,3450,117,57,91,Vestas Wind Systems A/S,V117-3.45 MW,573,Varde,LAND,"Næsbjerg By, Næsbjerg",5d,477117.28,6161625.44,SDFE2018
T35,Point (477533.10999999998603016 6161850.12999999988824129),5.70715E+17,1 09 2016,3450,117,57,91,Vestas Wind Systems A/S,V117-3.45 MW,573,Varde,LAND,"Næsbjerg By, Næsbjerg",1k,477533.11,6161850.13,SDFE2018
T36,Point (477935.15000000002328306 6162082.75),5.70715E+17,12 09 2016,3450,117,57,91,Vestas Wind Systems A/S,V117-3.45 MW,573,Varde,LAND,"Næsbjerg By, Næsbjerg",2u,477935.15,6162082.75,SDFE2018
T37,Point (478320.23999999999068677 6162360.66000000014901161),5.70715E+17,12 09 2016,3450,117,57,91,Vestas Wind Systems A/S,V117-3.45 MW,573,Varde,LAND,"Næsbjerg By, Næsbjerg",3m,478320.24,6162360.66,SDFE2018
T38,Point (504286.38000000000465661 6080646.71999999973922968),5.70715E+17,10 12 2010,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,580,Aabenraa,LAND,Rens Burkal,254,504286.38,6080646.72,SDFE2018
T39,Point (503915.29999999998835847 6080732.17999999970197678),5.70715E+17,20 12 2010,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,580,Aabenraa,LAND,Rens Burkal,682,503915.3,6080732.18,SDFE2018
T40,Point (503544.90999999997438863 6080817.87000000011175871),5.70715E+17,10 12 2010,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,580,Aabenraa,LAND,Rens Burkal,762,503544.91,6080817.87,SDFE2018
T41,Point (503173.11999999999534339 6080903.75999999977648258),5.70715E+17,10 12 2010,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,580,Aabenraa,LAND,Rens Burkal,171,503173.12,6080903.76,SDFE2018
T42,Point (502802.92999999999301508 6080989.33999999985098839),5.70715E+17,10 12 2010,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,580,Aabenraa,LAND,Rens Burkal,639,502802.93,6080989.34,SDFE2018
T43,Point (512424.01000000000931323 6079448.33000000007450581),5.70715E+17,14 12 2011,2000,80,38.5,60,Vestas Wind Systems A/S,V 80-2 MW,580,Aabenraa,LAND,Eggebæk Tinglev,180,512424.01,6079448.33,SDFE2018
T44,Point (512709.54999999998835847 6079341.66000000014901161),5.70715E+17,14 12 2011,2000,80,38.5,60,Vestas Wind Systems A/S,V 80-2 MW,580,Aabenraa,LAND,Eggebæk Tinglev,180,512709.55,6079341.66,Stamdata
T45,Point (512992.57000000000698492 6079234.25999999977648258),5.70715E+17,15 12 2011,2000,80,38.5,60,Vestas Wind Systems A/S,V 80-2 MW,580,Aabenraa,LAND,Eggebæk Tinglev,269,512992.57,6079234.26,Stamdata
T46,Point (513276.83000000001629815 6079127.05999999959021807),5.70715E+17,15 12 2011,2000,80,38.5,60,Vestas Wind Systems A/S,V 80-2 MW,580,Aabenraa,LAND,Eggebæk Tinglev,283,513276.83,6079127.06,Stamdata
T47,Point (513276.83000000001629815 6079127.05999999959021807),5.70715E+17,16 12 2011,2000,80,38.5,60,Vestas Wind Systems A/S,V 80-2 MW,580,Aabenraa,LAND,Eggebæk Tinglev,109,513276.83,6079127.06,Stamdata
T48,Point (513841.60999999998603016 6078913.20000000018626451),5.70715E+17,16 12 2011,2000,80,38.5,60,Vestas Wind Systems A/S,V 80-2 MW,580,Aabenraa,LAND,Eggebæk Tinglev,174,513841.61,6078913.2,SDFE2018
T49,Point (514122.02000000001862645 6078802.05999999959021807),5.70715E+17,17 12 2011,2000,80,38.5,60,Vestas Wind Systems A/S,V 80-2 MW,580,Aabenraa,LAND,Eggebæk Tinglev,176,514122.02,6078802.06,Stamdata
T50,Point (514408.59999999997671694 6078690.29999999981373549),5.70715E+17,16 12 2011,2000,80,38.5,60,Vestas Wind Systems A/S,V 80-2 MW,580,Aabenraa,LAND,Eggebæk Tinglev,31,514408.6,6078690.3,Stamdata
T51,Point (486697.28000000002793968 6229212.12999999988824129),5.70715E+17,28 11 2012,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,657,Herning,LAND,"Helleskov, Vildbjerg",17b,486697.28,6229212.13,SDFE2018
T52,Point (486841.54999999998835847 6229526.41999999992549419),5.70715E+17,4 12 2012,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,657,Herning,LAND,"Helleskov, Vildbjerg",21b,486841.55,6229526.42,SDFE2018
T53,Point (486986.05999999999767169 6229841.05999999959021807),5.70715E+17,7 12 2012,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,657,Herning,LAND,"Helleskov, Vildbjerg",16b,486986.06,6229841.06,SDFE2018
T54,Point (486844.90999999997438863 6206735.5),5.70715E+17,8 05 2013,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,657,Herning,LAND,"Kibæk By, Assing",70bc,486844.91,6206735.5,SDFE2018
T55,Point (486615.69000000000232831 6206871.66000000014901161),5.70715E+17,10 05 2013,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,657,Herning,LAND,"Kibæk By, Assing",10az,486615.69,6206871.66,SDFE2018
T56,Point (486386.80999999999767169 6207007.66000000014901161),5.70715E+17,14 05 2013,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,657,Herning,LAND,"Kibæk By, Assing",10aæ,486386.81,6207007.66,SDFE2018
T57,Point (483954 6236727),5.71313E+17,23 02 2021,3600,126,61.5,77,Vestas Wind Systems A/S,V126-3.6 MW,657,Herning,LAND,"Lergrav Hdg., Aulum",3i,483954,6236727,Stamdata
T58,Point (483791 6237004),5.71313E+17,24 02 2021,3600,126,61.5,77,Vestas Wind Systems A/S,V126-3.6 MW,657,Herning,LAND,"Horslund, Vinding",1n,483791,6237004,Stamdata
T59,Point (483627 6237282),5.71313E+17,22 02 2021,3600,126,61.5,77,Vestas Wind Systems A/S,V126-3.6 MW,657,Herning,LAND,"Horslund, Vinding",1o,483627,6237282,Stamdata
T60,Point (477245 6221677),5.71313E+17,24 09 2013,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,657,Herning,LAND,Heden Timring,1ks,477245,6221677,SDFE2018
T61,Point (477044.02000000001862645 6221981.92999999970197678),5.71313E+17,24 09 2013,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,657,Herning,LAND,Heden Timring,1kl,477044.02,6221981.93,SDFE2018
T62,Point (476841.5 6222287.71999999973922968),5.71313E+17,24 09 2013,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,657,Herning,LAND,Heden Timring,3bk,476841.5,6222287.72,SDFE2018
T63,Point (476640.10999999998603016 6222592.0400000000372529),5.71313E+17,24 09 2013,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,657,Herning,LAND,Heden Timring,3bl,476640.11,6222592.04,SDFE2018
T64,Point (498170.53000000002793968 6230340.13999999966472387),5.71313E+17,11 12 2013,2000,80,38.5,67,Vestas Wind Systems A/S,V 80-2 MW VCS,657,Herning,LAND,"Krusbjerg, Sunds",6g,498170.53,6230340.14,SDFE2018
T65,Point (497904.73999999999068677 6230576.91000000014901161),5.71313E+17,16 12 2013,2000,80,38.5,67,Vestas Wind Systems A/S,V 80-2 MW VCS,657,Herning,LAND,"Krusbjerg, Sunds",6g,497904.74,6230576.91,SDFE2018
T66,Point (497642.79999999998835847 6230815.23000000044703484),5.71313E+17,16 12 2013,2000,80,38.5,67,Vestas Wind Systems A/S,V 80-2 MW VCS,657,Herning,LAND,"Krusbjerg, Sunds",4r,497642.8,6230815.23,SDFE2018
T67,Point (497376.76000000000931323 6231051.28000000026077032),5.71313E+17,16 12 2013,2000,80,38.5,67,Vestas Wind Systems A/S,V 80-2 MW VCS,657,Herning,LAND,"Krusbjerg, Sunds",4r,497376.76,6231051.28,SDFE2018
T68,Point (497114.03000000002793968 6231288.26999999955296516),5.71313E+17,16 12 2013,2000,80,38.5,67,Vestas Wind Systems A/S,V 80-2 MW VCS,657,Herning,LAND,"Krusbjerg, Sunds",10x,497114.03,6231288.27,SDFE2018
T69,Point (491013 6195762),5.71313E+17,22 12 2017,3600,117,57,91.5,Vestas Wind Systems A/S,V117-3.6 MW,657,Herning,LAND,"Sønderlandet, Sdr. Felding",4b,491013,6195762,SDFE2018
T70,Point (491313 6195555),5.71313E+17,14 12 2017,3600,117,57,91.5,Vestas Wind Systems A/S,V117-3.6 MW,657,Herning,LAND,"Sønderlandet, Sdr. Felding",41m,491313,6195555,SDFE2018
T71,Point (491614 6195348),5.71313E+17,14 12 2017,3600,117,57,91.5,Vestas Wind Systems A/S,V117-3.6 MW,657,Herning,LAND,"Sønderlandet, Sdr. Felding",43a,491614,6195348,SDFE2018
T72,Point (491915 6195140),5.71313E+17,28 12 2017,3600,117,57,91.5,Vestas Wind Systems A/S,V117-3.6 MW,657,Herning,LAND,"Sønderlandt, Sdr. Felding",43b,491915,6195140,SDFE2018
T73,Point (492215 6194933),5.71313E+17,22 12 2017,3600,117,57,91.5,Vestas Wind Systems A/S,V117-3.6 MW,657,Herning,LAND,"Sønderlandet, Sdr. Felding",43b,492215,6194933,SDFE2018
T74,Point (485318 6229254),5.71313E+17,28 12 2016,2000,80,38.5,60,Vestas Wind Systems A/S,V 80-2 MW VCS,657,Herning,LAND,"Ejsingkær, Vildbjerg",1de,485318,6229254,SDFE2018
T75,Point (485490.59999999997671694 6242085.57000000029802322),5.71313E+17,27 06 2014,3300,117,57,91.5,Vestas Wind Systems A/S,V117-3.3 MW,661,Holstebro,LAND,"Brejnholt Gde, Tvis",1a,485490.6,6242085.57,SDFE2018
T76,Point (485656.90000000002328306 6241805.92999999970197678),5.71313E+17,25 06 2014,3300,117,57,91.5,Vestas Wind Systems A/S,V117-3.3 MW,661,Holstebro,LAND,"Gedbo, Tvis",1a,485656.9,6241805.93,SDFE2018
T77,Point (485820.36999999999534339 6241527.08999999985098839),5.71313E+17,23 06 2014,3300,117,57,91.5,Vestas Wind Systems A/S,V117-3.3 MW,661,Holstebro,LAND,"Gedbo, Tvis",1a,485820.37,6241527.09,SDFE2018
T78,Point (485987.01000000000931323 6241247.99000000022351742),5.71313E+17,20 06 2014,3300,117,57,91.5,Vestas Wind Systems A/S,V117-3.3 MW,661,Holstebro,LAND,"Gedbo, Tvis",1a,485987.01,6241247.99,SDFE2018
T79,Point (460175.21000000002095476 6247273.40000000037252903),5.71313E+17,18 12 2015,3450,112,54.5,84,Vestas Wind Systems A/S,V112-3.3MW,661,Holstebro,LAND,"Vemb By, Vemb",14æ,460175.21,6247273.4,SDFE2018
T80,Point (460161.21999999997206032 6247580.61000000033527613),5.71313E+17,18 12 2015,3450,112,54.5,84,Vestas Wind Systems A/S,V112-3.3MW,661,Holstebro,LAND,"Vemb By, Vemb",14ø,460161.22,6247580.61,SDFE2018
T81,Point (460146.05999999999767169 6247914.34999999962747097),5.71313E+17,18 12 2015,3450,112,54.5,84,Vestas Wind Systems A/S,V112-3.3MW,661,Holstebro,LAND,"Vemb By, Vemb",14aa,460146.06,6247914.35,SDFE2018
T82,Point (460625.22999999998137355 6247356.29999999981373549),5.71313E+17,24 12 2015,3450,112,54.5,84,Vestas Wind Systems A/S,V112-3.3MW,661,Holstebro,LAND,"Vemb By, Vemb",22t,460625.23,6247356.3,SDFE2018
T83,Point (460610.20000000001164153 6247664.28000000026077032),5.71313E+17,18 12 2015,3450,112,54.5,84,Vestas Wind Systems A/S,V112-3.3MW,661,Holstebro,LAND,"Vemb By, Vemb",22u,460610.2,6247664.28,SDFE2018
T84,Point (460594.67999999999301508 6247991.16999999992549419),5.71313E+17,17 12 2015,3450,112,54.5,84,Vestas Wind Systems A/S,V112-3.3MW,661,Holstebro,LAND,"Vemb By, Vemb",22v,460594.68,6247991.17,SDFE2018
T85,Point (461190.95000000001164153 6247460.17999999970197678),5.71313E+17,23 12 2015,3450,112,54.5,84,Vestas Wind Systems A/S,V112-3.3MW,661,Holstebro,LAND,"Vemb By, Vemb",18l,461190.95,6247460.18,SDFE2018
